96	AFP	4	73	0.0078593312908	6999
98	AI.GI	1	3453	0.000159375598437	1343
100	AIECO	1	1237	3.59483673338e-05	1342
101	AI-Gift	4	213	0.0131430186546	12059
102	AIM	4	985	0.00267610022545	2576
104	AIMS	1	2	9.65946521337e-07	1621
105	Aiose	2	673	0.000363954977421	9196
108	Aisa	8	23	0.0147058823529	807
109	AJI	4	439	0.00371408164387	1583
110	Ajsonstep	1	146	6.35590084446e-05	1345
111	AKACIO	2	3	2.78673403132e-06	1346
112	AKC	4	549	0.00220345207492	6997
113	Akseries	4	4019	0.000115081272952	1342
114	AKSLEN	1	136	0.000645005240668	12115
117	Alexander McQueen	3	9626	0.0136618739797	2615
118	Alexis Leroy	1	917	0.000136165678438	11731
119	ALFACT	1	3	2.06657114516e-05	1387
120	Alfi	7	34	0.000112434085517	6214
121	Alice Rayre	1	546	8.10757474672e-05	11731
123	A-life	14	136	0.000435777317791	1384
126	All FOR PAWS	6	452	0.022512321833	6999
129	Allerzero	1	1	2.28185469149e-05	1527
133	ALOROXI	5	58	0.00117663344408	6197
134	alouserdu	1	2361	6.86128498587e-05	1342
142	AMD	1	62	0.00396267416592	677
144	AMH	2	8383	0.000243530572561	1342
146	AMII	4	34095	0.00151607595768	1343
147	AMINA	1	1	1.7020384293e-07	6745
150	AmPro	1	215	0.00119459708741	9858
151	AMURS	2	3793	0.000110024671565	1342
152	Amy Carol	7	45	0.00213134407886	6999
153	amyworld	2	27	0.000475328616611	1528
154	Andrea	2	13	0.000259296873312	1584
155	Ange casta	1	124	5.72330559115e-06	1343
156	Angel Horse	1	884	0.00191336193276	2575
157	Angel lady	1	88	4.06170074211e-06	1343
161	Anna Su	1	819	3.78015103157e-05	1343
165	Anytime	4	1008	0.00942588656234	6155
166	AODO	2	321	7.32335373333e-06	1342
168	A-ONE	1	84	0.0005661521871	9196
169	APC	2	75	0.00170385584913	686
172	Apresys	1	14	7.77877173194e-05	9858
173	Apro	1	88	0.000327816333449	1463
175	AQ	4	2953	0.00961470405263	1463
177	AQUATEC	1	94	0.000249109565807	1462
178	AQUATWO WORKER	1	12	1.57657048098e-06	11730
182	ARKLIBRA	1	8	3.6924552201e-07	1343
185	Artecnica	1	16	7.38491044019e-07	1343
186	Artmi	3	149	0.000292198937695	2575
187	ARTMU	1	5817	0.000863768540323	11731
190	asianbum	1	2597	0.0011305667461	1345
191	ASOBIO	6	8047	0.000199300270505	1343
192	Asoblock	1	5	0.000181626648262	6253
193	AST	1	5	2.19761866042e-05	9856
194	ASVEL	6	541	0.00418254798125	6214
196	AT&T	1	27	0.00237446134905	738
198	ATEN	1	214	0.00499486509196	686
199	ATM	2	10	7.08064858741e-06	6743
200	ATMAN	2	172	0.00398356466403	6998
205	automoblox	4	49	0.00145301318609	6253
207	AUTOSOL	3	12	3.54032429371e-05	6743
208	avafurn	2	139	0.000865019368912	9849
209	AvailNaturals	2	26	0.000689209562783	9193
210	AVC	1	1	6.39140994503e-05	677
211	Aveeno Baby	8	270	0.00561336254107	1527
213	AVINS	1	18	0.000121318325807	9196
214	Avstar	1	99	0.000667250791939	9196
216	Ayhke	1	137	1.79991796578e-05	11730
217	Aznavour	1	396	0.00201625221482	6182
220	B&B	1	15	0.000342278203724	1527
221	B&G	1	276	8.02081599365e-06	1342
222	B&Z	3	3558	9.97371032253e-05	1342
223	b.silly	1	930	0.000138096053378	11731
224	B+	3	96	0.00171645171288	1386
225	B+W	1	745	0.0223764041569	829
227	BABY BUBBLES	2	631	0.000475077233601	6313
229	皇儿梦（\tBaby dream）	2	36	0.000682141925647	1526
231	Baby Ganics	4	108	0.00230467323841	1527
233	Baby Legs	1	19	2.54984955888e-05	6313
235	Baby2	1	1	2.28185469149e-05	1527
236	BabyBjorn 	1	6	0.000120377986879	1526
237	BABYBUBBLES	1	24	3.22086260069e-05	6313
239	Babydream	1	38	0.000762393916899	1526
241	Babygreat	2	847	0.0196294817911	6260
244	BABYMATE	3	361	0.000475077233601	6313
245	Babyruler	2	99	0.00177334137736	1528
246	babytree	2	57	0.000128457202779	4997
250	BALMAIN	1	33	4.71739919776e-05	2615
254	Banana Boat	3	12	4.56370938299e-05	1527
255	banana brush	1	4	8.02519912525e-05	1526
256	Banana Republic	2	7538	0.0107671062902	2615
257	bananagirl	1	2575	0.00112098936127	1345
260	BasixBlue	1	10	4.61556902512e-07	1343
262	Bata	2	291	2.61343068759e-05	11731
265	BBR	1	52	0.00188891714192	6253
266	BCBG	5	2639	0.000266225698788	2575
272	bearcat	5	1518	0.0019078214709	1624
273	BEARPAW	1	1	2.83581992203e-07	12099
275	Beastway	1	171	0.00401512127545	6260
278	Beauty tool	1	4	2.75542819354e-05	1387
280	BEBEERU	1	11720	0.000340594070455	1342
281	BeBeVisa	1	1	6.88857048385e-06	1387
282	Bee	2	21	0.000175465959604	6291
283	BEELY	5	121	0.00153349902173	1383
284	beep	2	256	0.000551931326756	2575
285	Bel Popp	1	38	6.55241327105e-05	2599
286	Belbaby	2	2565	0.000739885153382	11842
288	Bella Band	1	51	0.000133700353913	4997
291	Bellelli	3	81	0.00366409189939	12193
292	Belli	3	49	0.000387915297554	1527
295	Belly Bandit	2	90	0.000125835627212	4997
296	Berg	1	19	0.000446124586161	6260
298	贝瑞优优（BERRY YOYO）	1	768	0.00201337003539	4997
299	BeSafe	1	25	0.00247573776986	12193
300	Beto	1	147	0.000697174782192	12115
302	BFS	2	54	0.000201623989589	2576
304	BH	4	293	0.00176824236709	1276
305	BHB	3	458	7.69188506126e-05	1583
306	BIAZE	2	402	0.00409582981512	828
307	BIBLER	2	113	3.28593448208e-05	2628
308	Bicycle	1	57	0.000250310692658	1466
309	大微（BIGBIO）	2	3	1.21017027096e-05	1625
310	BIGYARD	3	86	0.000153699548123	1466
313	BIOZYM	1	73	0.00182893220424	6998
315	Birthday	3	9	0.00016691704223	6234
316	BIS	3	14	0.000729660707771	7001
317	BISOU BISOU	1	14	6.0946994399e-06	1345
318	BIWIN	1	4	0.000255656397801	677
322	BLACKYAK	2	424	0.000124503756064	2628
324	Bloom	4	74	0.000399537088063	1387
326	BLUBIO	1	7	0.000301529183717	9193
330	Blue.Ozz	2	94	3.92323367135e-06	1343
333	Blunt	1	14	4.17989054658e-05	1624
335	Boba wrap	2	105	0.000264779132258	4997
336	Bobino	1	19	3.27620663553e-05	2599
337	BOBKIDS	3	143	0.000480399692544	1525
343	Bone	2	105	0.000907383835965	828
347	Bootsea	1	356	5.28625752716e-05	11731
348	BOOX	2	17	0.00390815828041	12346
350	Born Free	3	277	0.00535682041611	1526
352	BOSS ORANGE	1	9	1.25403031409e-05	1346
353	BOSSANJERASU	1	668	1.94126995788e-05	1342
354	BOT	1	10	3.72518560737e-05	1463
355	BOTH	3	329	0.0126698494308	6997
364	BREUNING	1	17	2.4301753443e-05	2615
366	Brickadoo	4	25	0.000280881969384	1526
369	Bruno Magli	1	73	1.08397977383e-05	11731
372	BUB	2	54	0.000655332770419	828
374	BUGOUT	2	24	0.000524826579043	1527
377	By Creations	5	259	1.44701701963e-05	2628
379	C&C	1	1309	0.0393163933441	829
381	C.CTN	1	9	3.91802106851e-06	1345
387	CALSONUSA	2	842	6.44448249098e-05	11731
388	Campearl	1	15	3.97515264586e-05	1462
389	Camppal	1	10	2.65010176391e-05	1462
394	Canute	1	14	0.000357626382609	5019
397	Captain	2	816	0.000348268539423	1345
401	Carplan	2	78	0.000446080861007	6743
404	CASATO	1	622	0.00086667428374	1346
405	Catking C3	1	4	0.00022755717374	6995
406	catsalley	1	8	3.6924552201e-07	1343
407	CAV	1	90	0.00113422979496	828
408	CAXA	2	1180	0.000344269465921	2628
409	CBA	2	11315	0.00228253847551	12102
410	CBT	2	1129	0.000340048999614	2628
411	CDA	4	137	0.000734956902127	6219
412	CDL	1	90	1.53183458637e-05	6745
415	CELE	2	6171	0.00074217055392	11730
417	CE-LINK	2	385	0.0109373402842	794
421	CF1992	2	3038	0.000884632526643	11842
425	Chang Sin Living	1	5	1.49281805235e-05	1624
426	Changeshe	1	560	2.58471865407e-05	1343
429	Chef Select	2	20	5.37414498846e-05	1624
431	Cherrykeke	1	10	4.61556902512e-07	1343
434	ChildLife	2	47	0.0021404364112	1524
437	CHOOCI	3	77	0.000155253077444	1624
439	珂芮柏蒂（Christopher Bailey）	1	281	0.0014327962472	5026
441	CIAO!DAFANFAN	1	2219	0.000102419476667	1343
442	CICINNUS	2	229	6.21903848783e-06	1342
443	cici-shop	1	1037	4.78634507905e-05	1343
444	CIEL&BLUE	1	16	4.69768351354e-06	11842
446	CIJO	1	406	1.8739210242e-05	1343
450	civitis	1	8	2.41169503272e-06	2628
451	CJELLY	1	1623	7.49106852777e-05	1343
452	CK STORM	4	1620	0.000679994323223	1345
453	CLASSICA	1	29	0.000726562108533	6998
454	CleanWell	2	5	0.000118913133956	1524
456	CLEO	1	3	5.10611528791e-07	6745
457	Clifton	1	46	0.000896826015753	6291
462	CMI	3	53	0.00016285491751	6743
463	CNCN	3	7527	0.000216997945741	1342
465	Cocaba	1	53	0.00183416389812	6197
470	CoCoChi	1	1	4.35335674278e-07	1345
471	COCOON	2	317	0.00123033167026	2577
478	COGIT	1	3	5.17295784557e-06	2599
479	COGU	1	55	0.000280440546604	5026
481	Collegehome	1	2276	6.61426710201e-05	1342
482	COMFAST	4	76	0.00705489994869	699
484	Condy	1	128	0.000562101204565	1466
485	CONNY	1	1847	0.00688041781682	1463
486	COOK100	1	53	0.00114522785713	1584
487	Cooking Papa	1	1	3.46068660022e-05	6197
489	CooYoo	1	251	0.000665175542741	1462
492	COREN	4	71	0.00193798449612	6197
494	cork	1	557	8.27091416469e-05	11731
499	COTS	1	1	3.99458334498e-06	2577
500	country traders	1	17	0.000615718942412	1585
501	Covelt	1	12	0.00043462513582	1585
502	cowbone	3	169	0.000635138751852	2577
504	COZY STEPS	4	3053	0.00044264982271	11731
506	Creative Baby	4	109	0.000822684144134	1528
507	CRISPI	2	852	0.000254433825952	2628
508	CRISTAL D ARQUES	1	41	0.000241065863898	6219
512	Cross Charm	3	670	0.00141807708747	2577
513	CROSS&CIRCLE	1	66	1.91802121587e-06	1342
514	CROSSBOW	1	6	2.84561135589e-05	12115
516	CSOHO	1	226	6.56776961799e-06	1342
522	CUTIEPIGIE	2	32	1.33851501728e-06	1343
526	D&M	1	200	0.000745037121475	1463
528	D.N.TWO	1	1299	0.000170663754566	11730
533	DADA	2	9	0.000159729828405	1527
536	DAILY CHIC	4	1419	0.000229119569866	6182
540	DAKS	1	570	0.000814823497794	2615
542	Dancingriver	2	318	9.15419216666e-06	1342
544	Danner	1	16	4.82339006544e-06	2628
545	DAORD	1	36	1.04619339048e-06	1342
546	DareGlobal	1	3	0.000384812724474	699
552	dave&bella	2	9703	0.0129599458895	6313
553	David Archy	2	792	0.000316924370875	1345
555	Dayjoy	1	82	3.96038073748e-05	1621
556	DAZZLE	1	1548	7.14490085088e-05	1343
557	DBEST	1	3	2.11982224584e-06	830
561	de fonseca	1	330	4.33556882269e-05	11730
562	DEAL	2	2577	0.000308613671651	11730
564	DECLASSIE	3	1582	4.77249837197e-05	1343
566	DEEMOR	1	14	0.0002252614642	9851
567	deepfeeling	1	686	0.000298640272555	1345
569	DEERE MARCHI	2	2594	7.53549850418e-05	1342
571	DeLisle	1	1295	0.00180441028528	1346
572	Della Stella	1	268	0.000580069002238	2575
574	DENTOR SYSTEMA	2	6	0.000544721647238	1384
581	DEXTRAD	1	702	0.000206110864156	11842
583	DF	1	2	3.0505010448e-05	9197
584	DG	3	1155	0.000171060917733	11731
585	dhh	2	104	0.0002121147844	2575
586	DHHD	6	273	0.00129387204801	9848
588	Diane von Furstenberg	2	8085	0.0115318967662	2615
589	DICAPACα	1	57	0.000151055800543	1462
592	Digimax	1	8	9.68136216766e-05	1625
596	D-KAF	2	772	2.20572439825e-05	1342
601	DMC	5	6274	0.0060235153832	11158
602	DMSKY	2	499	0.00145753025334	6236
603	Do Clear	1	11	0.00119838762392	1384
606	DoaVsng	4	102282	0.00284506480354	1342
608	DOD	1	180	0.00255907190992	6740
609	dodo	2	53	0.000309985671773	1387
611	DOGEXI	2	1965	0.000206924875628	11730
612	Doggy School	3	30	0.001036116045	7000
614	DOKIDOKI	1	12	8.08788838714e-05	9196
616	Domani	2	1484	2.90318665857e-05	1342
617	Donatella de Paoli	1	5	2.30778451256e-07	1343
620	DOODOO	2	3514	0.00759717238006	2575
624	Double A	1	13	0.000206395071921	729
626	down	1	14	7.77877173194e-05	9858
627	DOWNIA	1	110	5.31270586735e-05	1621
629	DQ	2	22	0.00010933570748	1381
632	Dr.jart+	3	62	0.000208258490438	1381
633	DR.MJ	2	107	0.000458168678964	1381
635	Dreamgenii	4	34	0.000114092734575	1527
636	DrinKwell	1	13	0.000325700255549	6998
639	DUDDI	2	11	1.94799291796e-05	2575
640	DUDU	1	296	0.000640673226352	2575
642	Dxracer	2	168	0.00228479485117	9851
645	dzzit	1	28	1.29235932703e-06	1343
653	Eabri	3	2536	0.000227118823552	1346
655	EagleCreek	5	298	0.00104658083639	2577
658	EARTH	1	10	1.72431928186e-05	2599
659	Earthmade	1	58	0.00012553732138	2575
660	EarthsBest	2	96	0.00564837386289	1524
662	EASTTOP	1	177	0.00345083053888	6291
664	易视眼（EasyN）	2	47	0.000868625255762	716
665	Easyrest	3	213	0.0025873221216	9853
670	Eco&More	3	16	0.000108915324386	1625
671	Ed Hardy	1	14	2.00132087178e-05	2615
675	EDELRID	1	20	5.30020352782e-05	1462
676	EDO	3	44	0.000715252765218	5019
679	EDUP	1	40	0.00513083632632	699
680	Edward Kwon	3	7	0.000144644536053	6198
681	eee	2	3678	0.000295738346057	11730
682	Efancy	3	915	0.000617261587937	1346
684	EGO	5	425	0.00669272230311	5019
685	EHEIM	2	76	0.00167860900937	6998
690	Eitech	5	126	0.00221584510879	6253
692	Ejiaip	1	1104	0.00014504448425	11730
695	EKS	2	91	0.0060120240481	1276
697	eleft	2	308	2.49623659488e-05	11730
698	Elelen	3	70	0.00285926688397	9194
702	ELIZA CROWN	2	116	0.000459377084673	2577
703	ELLE	7	5438	0.00145829084234	5026
704	ELLE GIRL	2	25	4.54531680858e-05	2575
705	ELLE HOMME	2	2720	7.82901387206e-05	1342
707	Ellina	1	12	5.53868283014e-07	1343
709	E-LONG	4	133	0.00135159488196	829
713	Emainc	1	25	1.15389225628e-06	1343
718	EMSA	3	69	0.000269841805242	6214
724	ENO	1	77	0.0015012087655	6291
725	EOS	3	135	0.000766749510867	1383
726	EPIOHONE	1	12	0.000233954612805	6291
727	EQ:IQ	1	29	4.04076434541e-05	1346
728	EQMUMBABY	5	2445	0.00338445405689	4997
729	Erdal	1	12	0.000145220432515	1625
730	ERGONOR	1	280	0.00450522928399	9851
731	Eros	2	445	0.00297229898227	9196
733	ERQ	2	427	1.01713246296e-05	1342
734	ESET	1	3	0.000911300121507	703
736	艺世艾（ESI）	1	24	0.00046790922561	6291
738	ESK	2	242	0.00239448512269	828
739	ESKY	2	98	0.00183883180097	6747
740	Esobo	1	6	0.000111269773566	12041
741	ESPRIT	6	2304	0.00100448704875	5026
742	亿色（ESR）	3	875	0.00220544682353	828
746	ETI	1	9	0.000332115576221	6235
751	Eva Solo	9	259	0.000711438281259	6219
752	EvaOz	1	3160	0.000469229600726	11731
755	EVENY	1	174	8.03109010371e-06	1343
756	EverClean	1	6	0.000150323194869	6998
757	Evergreen	5	39	0.000943962928001	9195
758	E-WEITA	1	1	5.6889293435e-05	6995
759	E-WORLD	4	3601	0.000155636987527	1343
761	EXE	1	204	0.00137494102581	9196
762	EXEL	1	102	0.000270310379919	1462
764	Express	1	1	1.42951490841e-06	2615
765	EXR	2	1682	0.000529101419237	12102
766	EXXTASY	1	7	2.70439425432e-05	12154
767	EyesonU	1	1413	6.52179903249e-05	1343
768	EZBIRD	1	4	5.57346806263e-06	1346
770	E朝阳	1	1	1.12434085517e-05	6214
771	E代风尚	1	22	3.06540743445e-05	1346
772	e道航	1	92	0.00130797008729	6740
773	e酷摩尔庄园	1	1	3.19633827487e-06	6236
774	E路驰	4	357	0.00188345252425	6743
775	E奈尔（Enaier）	1	8	2.9801484859e-05	1463
778	E巧派	1	10	0.000185921987134	6271
779	E人E本	1	4	5.03397936068e-05	671
781	e途	1	71	0.0010094116978	6740
783	F.NY	1	1253	5.78330798847e-05	1343
785	F1811	2	21	4.32887315103e-05	2575
786	F1F2	1	344	0.00016614280167	1621
788	F4Y	2	3	6.10981786633e-06	2576
790	FA	3	1649	0.0002154646324	11730
792	fair	2	47	0.00257476728065	12193
796	FANCL	7	897	0.00430528375734	1385
798	Farm House	7	426	0.000398738987951	11143
800	FASHY	9	1318	0.00105857717955	12154
803	FatonE	1	94	0.00171849576775	1528
804	Favorite	5	37	0.00182415176943	7001
807	FED	1	6373	0.00094632919159	11731
811	FeelingCool	1	46	6.40948827203e-05	1346
812	FeelNET	1	3050	0.000140774855266	1343
814	FEGO	2	815	6.45933152898e-05	11731
815	FEIPINPAI	3	2111	4.47710195437e-05	1343
817	FELICE	2	501	0.000331262720488	1462
819	FEMALE DOCTOR	1	5	3.36995349464e-05	9196
822	Feretti	1	1	2.62157556692e-06	4997
823	ferplast	2	26	0.000555062166963	7000
825	FETA	1	42	0.00015645779551	1463
826	FGV	1	51	0.000283369541664	9858
829	Filofax	2	53	8.96646026565e-05	2599
830	FINE	8	24	0.000686224052153	9194
834	FIRSTMIX	2	388	9.83858623869e-05	1345
835	Fisher Price	8	62	0.0011724946548	6279
838	Five Plus	6	10919	0.00049058883168	1343
841	FLANGER	1	37	0.000721360056149	6291
842	Fleshlight	1	86	0.000579632001078	9196
848	FLOWCY	1	170	2.5243364596e-05	11731
853	FOMTOMXI	6	19801	0.000514204051419	1342
854	Footjoy	3	2317	0.00967868011611	1466
859	Formes	1	120	5.22402809134e-05	1345
861	化石（Fossil）	8	2744	0.00343279640877	2575
863	FOURING	5	502	0.00200460632944	6740
864	FOV	1	54	0.00196156780123	6253
868	FREE WALKER	2	15	9.0106325464e-05	829
870	Freego	6	692	0.00115544436906	1462
871	Freeshare	4	2947	8.445512081e-05	1345
872	Freetech	1	7	4.94625190696e-06	830
873	Freewalk	3	41	0.000180212650928	829
874	Fresh	6	754	0.00257199235691	1381
876	Friso	1	169	0.00685709648625	1523
878	Frosch	2	77	0.000919729405927	1625
880	FTOC	2	1301	3.75176574196e-05	1342
881	FUDOGIKEN	2	32	9.25547192457e-05	1624
884	Fulllove	4	666	0.00378602680306	9849
885	FUN	2	1412	2.69394798047e-05	1342
887	Funfactory	1	455	0.00306665768012	9196
888	Funky Feet	1	92	0.000123466399693	6313
892	FURY	1	390	0.00171265210766	1466
893	FUXIONA	1	1	1.39336701566e-06	1346
896	FX Creations	3	83	0.000427687250643	2576
899	G.Armani	3	84	0.000254877107903	1387
901	G.Q	3	2906	7.62030446047e-05	1343
902	G.V	2	2186	0.000262367604209	11730
905	G7	3	238	0.0037550770174	5019
906	G7th	1	34	0.000662871402948	6291
907	GAEA	1	11	0.000214458395071	6291
909	Galilee	3	633	0.00297815832023	9858
911	Galt	2	8	3.71843974268e-05	6271
912	GAMEMAX	1	24	0.00153393838681	677
917	GATES	8	517	0.00164153764855	6214
918	Gateway	1	3	3.77548452051e-05	671
923	Gdata	1	1	0.000303766707169	703
925	GEEP MILEY	1	39	1.8000719198e-06	1343
927	GENIOLAMODE	2	725	8.72004094131e-05	2615
931	Geremen	3	1500	0.002046856146	1346
932	Getaways	2	127	2.38154884481e-05	2628
934	GF	1	9	1.28656341757e-05	2615
937	GHS	2	30	0.000574174889418	9852
940	GIFTOUR	1	4	6.89727712742e-06	2599
942	Gigaset|SIEMENS	1	83	0.00729927007299	738
943	Gigastone	2	33	0.000630744278248	829
944	GiGi	1	1197	0.000203733999988	6745
946	Gino	3	32	0.000401259956263	1526
947	GIORGIO ARMANI	10	582	0.000464592345234	2615
950	GL	2	33	0.000481511947515	1526
951	Glamorousky	2	673	0.00334514572005	6182
953	GLASSLOCK	4	675	0.0054980267818	6214
954	GLEAM	1	166	0.0032363721438	6291
955	Gloss	1	536	0.00272906865441	6182
956	GLOVIN	2	342	0.000358095323024	1346
958	GNDNN	2	744	9.33555900491e-05	1346
959	GODEX	2	30	0.000443964019612	716
960	Godlike	1	603	1.75237392905e-05	1342
961	GOGIRL	1	24	1.10773656603e-06	1343
962	GOGIRL KIDS	1	64	1.87907340542e-05	11842
966	Golden Ton	1	11	0.000214458395071	6291
968	Golf Buddy	1	8	3.51313252853e-05	1466
970	GONGE	1	8	0.000187841931015	6260
971	GOOD HEALTH	2	3	8.61511953478e-05	9193
973	GoodHealth	2	2	5.71853376794e-05	9194
976	Goplay	1	1169	0.000343224501708	11842
978	GOUOMO	1	130	3.77792057672e-06	1342
982	GREAT	3	95	0.000904840898809	653
984	GREAT LIFE	2	225	0.000368193726545	6743
986	GREEN MOUNTAIN	2	18	2.12008141113e-05	1462
987	GREENBAY	2	4	1.93027834614e-05	716
988	Greenbell	1	12	0.000219382438436	1528
989	Gress.Dina	1	596	8.8500266466e-05	11731
992	格里芬（Griffin's）	1	3	7.66342248448e-05	5019
993	GROOM MATE	4	15	7.93189149172e-05	1383
995	GSKYER	1	134	0.000355113636364	1462
997	GTHOMME	1	3563	0.00010354408473	1342
999	GUDI	1	187	0.000322447705707	2599
1000	盖尔斯（GUESS	10	1352	0.000687358709599	6182
1002	Gund	2	15	3.51597210236e-05	6236
1004	GXG	4	28473	0.000821261811523	1342
1005	Gxrbaby	2	17	0.00138641315112	12193
1006	GY	2	1078	0.000654318466549	830
1009	GZ-MZW	1	1201	3.49021739434e-05	1342
1012	H&3	2	7	0.000289289072105	6198
1015	HABA	11	176	0.00081805674339	6271
1018	HADARIKI	1	2	7.24375226367e-05	1585
1021	HALO	4	542	0.000685775328729	6313
1031	hape	13	2096	0.0179228795597	6271
1033	Happy Baby	5	471	0.0252690409656	1524
1035	HAPPY TIME	2	2617	7.59652645195e-05	1342
1036	HAPPYCALL	2	23	0.000242034054191	1625
1037	Happylane	1	544	0.00117745349708	2575
1038	Happymod	1	2	2.68405216724e-06	6313
1039	Happyrain	3	97	0.000140324896921	1624
1045	HARDLYEVER'S	2	534	1.54313525095e-05	1342
1046	HARIO	5	390	0.00133951378765	11143
1048	HARRY POTTER	1	2725	0.0008000742234	11842
1050	Hausgebrauch	6	279	0.000535048624749	6219
1051	Havaianas	1	11	5.07712592763e-07	1343
1057	HCP	1	1	5.71853376794e-05	9194
1060	HE75 DENIM	1	103	2.99327553386e-06	1342
1063	hehehei	1	2015	9.30037158562e-05	1343
1066	hellomika	4	832	0.00102530792788	6313
1067	HERB	1	30	5.17295784557e-05	2599
1072	HiBoss	4	970	0.0117393764144	9854
1073	HIGHSEE	8	1692	0.00273225491859	1462
1075	HillsBros	1	6	0.00015326844969	5019
1080	基恩希仕（HIS）	2	38	0.00236482167966	677
1084	HKS	1	44	9.09724332852e-05	6742
1085	皇傲（HM）	1	1	1.31774875802e-05	12260
1086	HOFO	2	2229	0.000960785833132	1345
1087	HOLIKA	3	199	0.00059874316001	1381
1088	Hollister	2	694	1.59237131367e-05	1343
1095	Homecare	1	52	0.000793130271647	9197
1096	Homee	5	42	0.000158765439939	729
1097	Homemounts	1	19	0.000647381512147	794
1098	HOMIMI	1	16	0.000408715865839	5019
1102	Hoo	1	8702	0.00255495262093	11842
1105	HOT	2	407	0.00212981060861	9196
1106	Hot wheels	3	16	0.000369017306912	6235
1107	HOTCHILLYS	1	41	1.23599370427e-05	2628
1109	HOWARD	1	106	0.00128278048721	1625
1111	Howoreasy	1	3737	0.000108600686117	1342
1115	HTC	5	146	0.0165887498115	653
1118	HUGGER	3	75	0.000133700353913	4997
1120	HUN	1	28	0.000545894096545	6291
1122	huobii	1	165	0.000221434303797	6313
1125	HX	3	63	0.000795957918051	6197
1127	Hylands	2	4	6.84556407448e-05	1527
1128	Hyper sonic	3	23	0.000270124257158	6740
1129	I like	3	141	0.00217781417147	6160
1132	I to weekend	1	513	0.00204922125598	2577
1134	I.ME	1	10	4.61556902512e-07	1343
1136	I.WEEK	1	2	8.70671348557e-07	1345
1138	i-baby	2	141	0.000420483007002	1528
1140	IBM	4	1686	0.0205260508432	671
1141	ibtoo	2	26	9.99541386893e-05	6219
1144	ICE WENDY	2	1470	0.000122356073101	11731
1147	ICY DOCK	1	27	0.000630193259266	686
1149	IDEAL	4	223	0.00285729219297	6160
1151	IdeaShow	3	447	0.000572474001576	2599
1152	ideaSkin	1	7464	0.00527411774765	830
1153	IDee	4	1057	0.00465367304128	6182
1154	IDES	3	69	0.00107863032231	1528
1155	IDF	2	1389	6.40179423784e-05	1343
1156	IDL	2	596	0.00336436021083	11143
1158	iDock	2	38	0.000453058142462	671
1159	IEEKY	1	2936	0.000862024924734	11842
1161	IF by karim	1	28	8.35978109316e-05	1624
1162	ifan	2	183	7.92310927187e-05	1345
1163	IFSONG	1	2040	0.00284246871194	1346
1167	iHealth	2	3	0.000111098766804	12345
